2025-05-03 14:17:34,606 INFO     __main__: Инициализация TelegramClient...
2025-05-03 14:18:50,778 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.onion.love: HTTPSConnectionPool(host='nitter.onion.love', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f9b0983de50>: Failed to resolve 'nitter.onion.love' ([Errno -2] Name or service not known)"))
2025-05-03 14:18:51,424 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.plutonic.tk: HTTPSConnectionPool(host='nitter.plutonic.tk', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f9b098dfd50>: Failed to resolve 'nitter.plutonic.tk' ([Errno -2] Name or service not known)"))
2025-05-03 14:18:55,101 INFO     twitter_scanner: scan_twitter: Trying mirror: https://nitter.privacydev.net/search?f=tweets&q=%27a16z%27%20OR%20%27binance%20labs%27%20OR%20%27paradigm%27%20OR%20%27testnet%27%20OR%20%27zk%27%20OR%20%27l2%27%20OR%20%27galxe%27%20OR%20%27zealy%27%20OR%20%27points%27%20OR%20%27farm%27%20OR%20%27airdrop%27%20since%3A2025-04-26
2025-05-03 14:18:57,187 INFO     twitter_scanner: scan_twitter: Status code: 429
2025-05-03 14:18:57,188 INFO     twitter_scanner: scan_twitter: Headers: {'Server': 'nginx', 'Date': 'Sat, 03 May 2025 14:25:13 GMT', 'Content-Type': 'text/html;charset=utf-8', 'Content-Length': '4165', 'Connection': 'keep-alive'}
2025-05-03 14:18:57,188 INFO     twitter_scanner: scan_twitter: Text length: 4165
2025-05-03 14:18:57,189 WARNING  twitter_scanner: 429 Too Many Requests on https://nitter.privacydev.net, skipping
2025-05-03 14:18:57,190 INFO     twitter_scanner: scan_twitter: Trying mirror: https://nitter.aishiteiru.moe/search?f=tweets&q=%27a16z%27%20OR%20%27binance%20labs%27%20OR%20%27paradigm%27%20OR%20%27testnet%27%20OR%20%27zk%27%20OR%20%27l2%27%20OR%20%27galxe%27%20OR%20%27zealy%27%20OR%20%27points%27%20OR%20%27farm%27%20OR%20%27airdrop%27%20since%3A2025-04-26
2025-05-03 14:18:59,338 INFO     twitter_scanner: scan_twitter: Status code: 200
2025-05-03 14:18:59,340 INFO     twitter_scanner: scan_twitter: Headers: {'Server': 'nginx', 'Date': 'Sat, 03 May 2025 14:18:58 GMT', 'Content-Type': 'text/html;charset=utf-8', 'Transfer-Encoding': 'chunked', 'Connection': 'keep-alive', 'Strict-Transport-Security': 'max-age=31536000; includeSubDomains; preload', 'Content-Security-Policy': "default-src 'none'; script-src 'self' 'unsafe-inline'; img-src 'self'; style-src 'self' 'unsafe-inline'; font-src 'self'; object-src 'none'; media-src 'self' blob: video.twimg.com; worker-src 'self' blob:; base-uri 'self'; form-action 'self'; frame-ancestors 'self'; connect-src 'self' https://*.twimg.com; manifest-src 'self'", 'X-Content-Type-Options': 'nosniff', 'X-Frame-Options': 'DENY', 'X-XSS-Protection': '1; mode=block', 'Content-Encoding': 'gzip'}
2025-05-03 14:18:59,341 INFO     twitter_scanner: scan_twitter: Text length: 32495
2025-05-03 14:18:59,570 INFO     twitter_scanner: scan_twitter: Successfully fetched from https://nitter.aishiteiru.moe
2025-05-03 14:18:59,638 INFO     twitter_scanner: scan_twitter: Found 8 items, processing up to 100
2025-05-03 14:19:22,561 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/BlumTalk
2025-05-03 14:19:23,507 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/BlumTalk
2025-05-03 14:19:24,510 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/BlumTalk
2025-05-03 14:19:25,876 INFO     twitter_scanner: fetch_profile_info: bio='DM for Business & Promotion “N...', created=2023-12-14 11:52:00, tweets_count=2613
2025-05-03 14:19:46,355 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/arifull45770
2025-05-03 14:19:47,107 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/arifull45770
2025-05-03 14:19:48,109 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/arifull45770
2025-05-03 14:19:49,804 INFO     twitter_scanner: fetch_profile_info: bio='DLREF8R9 l am arifull Islam . ...', created=2025-02-05 03:05:00, tweets_count=142
2025-05-03 14:19:58,537 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/Chain_Grid
2025-05-03 14:19:59,460 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/Chain_Grid
2025-05-03 14:20:00,461 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/Chain_Grid
2025-05-03 14:20:02,298 INFO     twitter_scanner: fetch_profile_info: bio='ChainGrid: Empowering Decentra...', created=2024-02-22 14:03:00, tweets_count=206
2025-05-03 14:20:13,463 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/NFronabs
2025-05-03 14:20:14,234 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/NFronabs
2025-05-03 14:20:15,237 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/NFronabs
2025-05-03 14:20:17,021 INFO     twitter_scanner: fetch_profile_info: bio='crypto enthusiast
🌙📶 
💚 🪐...', created=2021-12-21 09:51:00, tweets_count=6108
2025-05-03 14:20:25,547 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/BigDott_Sidra
2025-05-03 14:20:26,274 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/BigDott_Sidra
2025-05-03 14:20:27,275 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/BigDott_Sidra
2025-05-03 14:20:28,983 INFO     twitter_scanner: fetch_profile_info: bio='Fan Account | Not Affiliated t...', created=2022-10-06 02:57:00, tweets_count=1348
2025-05-03 14:20:34,000 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/Moongate
2025-05-03 14:20:35,000 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/Moongate
2025-05-03 14:20:36,005 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/Moongate
2025-05-03 14:20:37,918 INFO     twitter_scanner: fetch_profile_info: bio='Attention Asset Protocol for R...', created=2022-03-01 10:12:00, tweets_count=1510
2025-05-03 14:20:48,215 INFO     twitter_scanner: scan_twitter: Returning 0 parsed tweets
2025-05-03 14:21:22,886 INFO     __main__: Получена команда /scan от 469165312
2025-05-03 14:21:22,973 INFO     twitter_scanner: scan_twitter: Trying mirror: https://nitter.privacydev.net/search?f=tweets&q=%27a16z%27%20OR%20%27binance%20labs%27%20OR%20%27paradigm%27%20OR%20%27testnet%27%20OR%20%27zk%27%20OR%20%27l2%27%20OR%20%27galxe%27%20OR%20%27zealy%27%20OR%20%27points%27%20OR%20%27farm%27%20OR%20%27airdrop%27%20since%3A2025-04-26
2025-05-03 14:21:23,923 INFO     twitter_scanner: scan_twitter: Status code: 429
2025-05-03 14:21:23,924 INFO     twitter_scanner: scan_twitter: Headers: {'Server': 'nginx', 'Date': 'Sat, 03 May 2025 14:27:41 GMT', 'Content-Type': 'text/html', 'Content-Length': '577', 'Connection': 'keep-alive'}
2025-05-03 14:21:23,925 INFO     twitter_scanner: scan_twitter: Text length: 577
2025-05-03 14:21:23,926 WARNING  twitter_scanner: 429 Too Many Requests on https://nitter.privacydev.net, skipping
2025-05-03 14:21:23,926 INFO     twitter_scanner: scan_twitter: Trying mirror: https://nitter.aishiteiru.moe/search?f=tweets&q=%27a16z%27%20OR%20%27binance%20labs%27%20OR%20%27paradigm%27%20OR%20%27testnet%27%20OR%20%27zk%27%20OR%20%27l2%27%20OR%20%27galxe%27%20OR%20%27zealy%27%20OR%20%27points%27%20OR%20%27farm%27%20OR%20%27airdrop%27%20since%3A2025-04-26
2025-05-03 14:21:25,874 INFO     twitter_scanner: scan_twitter: Status code: 200
2025-05-03 14:21:25,878 INFO     twitter_scanner: scan_twitter: Headers: {'Server': 'nginx', 'Date': 'Sat, 03 May 2025 14:21:24 GMT', 'Content-Type': 'text/html;charset=utf-8', 'Transfer-Encoding': 'chunked', 'Connection': 'keep-alive', 'Strict-Transport-Security': 'max-age=31536000; includeSubDomains; preload', 'Content-Security-Policy': "default-src 'none'; script-src 'self' 'unsafe-inline'; img-src 'self'; style-src 'self' 'unsafe-inline'; font-src 'self'; object-src 'none'; media-src 'self' blob: video.twimg.com; worker-src 'self' blob:; base-uri 'self'; form-action 'self'; frame-ancestors 'self'; connect-src 'self' https://*.twimg.com; manifest-src 'self'", 'X-Content-Type-Options': 'nosniff', 'X-Frame-Options': 'DENY', 'X-XSS-Protection': '1; mode=block', 'Content-Encoding': 'gzip'}
2025-05-03 14:21:25,880 INFO     twitter_scanner: scan_twitter: Text length: 32750
2025-05-03 14:21:26,097 INFO     twitter_scanner: scan_twitter: Successfully fetched from https://nitter.aishiteiru.moe
2025-05-03 14:21:26,125 INFO     twitter_scanner: scan_twitter: Found 9 items, processing up to 100
2025-05-03 14:21:31,139 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/SonicLabsTech
2025-05-03 14:21:31,994 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/SonicLabsTech
2025-05-03 14:21:32,997 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/SonicLabsTech
2025-05-03 14:21:34,858 INFO     twitter_scanner: fetch_profile_info: bio='...', created=2024-11-11 10:29:00, tweets_count=668
2025-05-03 14:21:51,446 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/MisterXXXCrypto
2025-05-03 14:21:52,313 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/MisterXXXCrypto
2025-05-03 14:21:53,316 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/MisterXXXCrypto
2025-05-03 14:21:54,784 INFO     twitter_scanner: fetch_profile_info: bio='...', created=2024-07-01 19:30:00, tweets_count=5183
2025-05-03 14:22:03,168 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/Trumpcoinreal1
2025-05-03 14:22:04,031 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/Trumpcoinreal1
2025-05-03 14:22:05,032 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/Trumpcoinreal1
2025-05-03 14:22:06,596 INFO     twitter_scanner: fetch_profile_info: bio='$TRUMP- On@solanalist on#Binan...', created=2023-02-21 11:06:00, tweets_count=718
2025-05-03 14:22:29,433 INFO     twitter_scanner: scan_twitter: Returning 0 parsed tweets
2025-05-03 14:22:48,337 INFO     __main__: Получена команда /scan от 469165312
2025-05-03 14:22:48,403 INFO     twitter_scanner: scan_twitter: Trying mirror: https://nitter.privacydev.net/search?f=tweets&q=%27a16z%27%20OR%20%27binance%20labs%27%20OR%20%27paradigm%27%20OR%20%27testnet%27%20OR%20%27zk%27%20OR%20%27l2%27%20OR%20%27galxe%27%20OR%20%27zealy%27%20OR%20%27points%27%20OR%20%27farm%27%20OR%20%27airdrop%27%20since%3A2025-04-26
2025-05-03 14:22:49,303 INFO     twitter_scanner: scan_twitter: Status code: 429
2025-05-03 14:22:49,304 INFO     twitter_scanner: scan_twitter: Headers: {'Server': 'nginx', 'Date': 'Sat, 03 May 2025 14:29:05 GMT', 'Content-Type': 'text/html', 'Content-Length': '577', 'Connection': 'keep-alive'}
2025-05-03 14:22:49,306 INFO     twitter_scanner: scan_twitter: Text length: 577
2025-05-03 14:22:49,307 WARNING  twitter_scanner: 429 Too Many Requests on https://nitter.privacydev.net, skipping
2025-05-03 14:22:49,308 INFO     twitter_scanner: scan_twitter: Trying mirror: https://nitter.aishiteiru.moe/search?f=tweets&q=%27a16z%27%20OR%20%27binance%20labs%27%20OR%20%27paradigm%27%20OR%20%27testnet%27%20OR%20%27zk%27%20OR%20%27l2%27%20OR%20%27galxe%27%20OR%20%27zealy%27%20OR%20%27points%27%20OR%20%27farm%27%20OR%20%27airdrop%27%20since%3A2025-04-26
2025-05-03 14:22:51,660 INFO     twitter_scanner: scan_twitter: Status code: 200
2025-05-03 14:22:51,663 INFO     twitter_scanner: scan_twitter: Headers: {'Server': 'nginx', 'Date': 'Sat, 03 May 2025 14:22:49 GMT', 'Content-Type': 'text/html;charset=utf-8', 'Transfer-Encoding': 'chunked', 'Connection': 'keep-alive', 'Strict-Transport-Security': 'max-age=31536000; includeSubDomains; preload', 'Content-Security-Policy': "default-src 'none'; script-src 'self' 'unsafe-inline'; img-src 'self'; style-src 'self' 'unsafe-inline'; font-src 'self'; object-src 'none'; media-src 'self' blob: video.twimg.com; worker-src 'self' blob:; base-uri 'self'; form-action 'self'; frame-ancestors 'self'; connect-src 'self' https://*.twimg.com; manifest-src 'self'", 'X-Content-Type-Options': 'nosniff', 'X-Frame-Options': 'DENY', 'X-XSS-Protection': '1; mode=block', 'Content-Encoding': 'gzip'}
2025-05-03 14:22:51,665 INFO     twitter_scanner: scan_twitter: Text length: 32909
2025-05-03 14:22:51,810 INFO     twitter_scanner: scan_twitter: Successfully fetched from https://nitter.aishiteiru.moe
2025-05-03 14:22:51,830 INFO     twitter_scanner: scan_twitter: Found 9 items, processing up to 100
2025-05-03 14:22:55,462 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/sumangarain9734
2025-05-03 14:22:56,287 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/sumangarain9734
2025-05-03 14:22:57,290 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/sumangarain9734
2025-05-03 14:22:59,010 INFO     twitter_scanner: fetch_profile_info: bio='...', created=2024-04-27 15:01:00, tweets_count=58
2025-05-03 14:23:17,364 INFO     twitter_scanner: scan_twitter: Returning 0 parsed tweets
2025-05-03 14:25:13,396 INFO     __main__: Получена команда /scan от 469165312
2025-05-03 14:25:13,464 INFO     twitter_scanner: scan_twitter: Trying mirror: https://nitter.privacydev.net/search?f=tweets&q=%27a16z%27%20OR%20%27binance%20labs%27%20OR%20%27paradigm%27%20OR%20%27testnet%27%20OR%20%27zk%27%20OR%20%27l2%27%20OR%20%27galxe%27%20OR%20%27zealy%27%20OR%20%27points%27%20OR%20%27farm%27%20OR%20%27airdrop%27%20since%3A2025-04-26
2025-05-03 14:25:14,531 INFO     twitter_scanner: scan_twitter: Status code: 429
2025-05-03 14:25:14,533 INFO     twitter_scanner: scan_twitter: Headers: {'Server': 'nginx', 'Date': 'Sat, 03 May 2025 14:31:30 GMT', 'Content-Type': 'text/html', 'Content-Length': '577', 'Connection': 'keep-alive'}
2025-05-03 14:25:14,533 INFO     twitter_scanner: scan_twitter: Text length: 577
2025-05-03 14:25:14,535 WARNING  twitter_scanner: 429 Too Many Requests on https://nitter.privacydev.net, skipping
2025-05-03 14:25:14,535 INFO     twitter_scanner: scan_twitter: Trying mirror: https://nitter.aishiteiru.moe/search?f=tweets&q=%27a16z%27%20OR%20%27binance%20labs%27%20OR%20%27paradigm%27%20OR%20%27testnet%27%20OR%20%27zk%27%20OR%20%27l2%27%20OR%20%27galxe%27%20OR%20%27zealy%27%20OR%20%27points%27%20OR%20%27farm%27%20OR%20%27airdrop%27%20since%3A2025-04-26
2025-05-03 14:25:15,773 INFO     twitter_scanner: scan_twitter: Status code: 200
2025-05-03 14:25:15,779 INFO     twitter_scanner: scan_twitter: Headers: {'Server': 'nginx', 'Date': 'Sat, 03 May 2025 14:25:14 GMT', 'Content-Type': 'text/html;charset=utf-8', 'Transfer-Encoding': 'chunked', 'Connection': 'keep-alive', 'Strict-Transport-Security': 'max-age=31536000; includeSubDomains; preload', 'Content-Security-Policy': "default-src 'none'; script-src 'self' 'unsafe-inline'; img-src 'self'; style-src 'self' 'unsafe-inline'; font-src 'self'; object-src 'none'; media-src 'self' blob: video.twimg.com; worker-src 'self' blob:; base-uri 'self'; form-action 'self'; frame-ancestors 'self'; connect-src 'self' https://*.twimg.com; manifest-src 'self'", 'X-Content-Type-Options': 'nosniff', 'X-Frame-Options': 'DENY', 'X-XSS-Protection': '1; mode=block', 'Content-Encoding': 'gzip'}
2025-05-03 14:25:15,781 INFO     twitter_scanner: scan_twitter: Text length: 36604
2025-05-03 14:25:16,054 INFO     twitter_scanner: scan_twitter: Successfully fetched from https://nitter.aishiteiru.moe
2025-05-03 14:25:16,071 INFO     twitter_scanner: scan_twitter: Found 9 items, processing up to 100
2025-05-03 14:25:21,077 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/Abrahamchase09
2025-05-03 14:25:22,021 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/Abrahamchase09
2025-05-03 14:25:23,023 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/Abrahamchase09
2025-05-03 14:25:24,577 INFO     twitter_scanner: fetch_profile_info: bio='Sharing strategies on Airdrops...', created=2022-01-15 22:32:00, tweets_count=26303
2025-05-03 14:25:59,101 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/agglayerzone
2025-05-03 14:25:59,886 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/agglayerzone
2025-05-03 14:26:00,888 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/agglayerzone
2025-05-03 14:26:00,681 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.aishiteiru.moe: 429 Client Error: Too Many Requests for url: https://nitter.aishiteiru.moe/agglayerzone
2025-05-03 14:26:01,684 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aosus.link/agglayerzone
2025-05-03 14:26:12,152 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.aosus.link: HTTPSConnectionPool(host='nitter.aosus.link', port=443): Read timed out. (read timeout=10)
2025-05-03 14:26:13,160 ERROR    twitter_scanner: fetch_profile_info: All mirrors failed
2025-05-03 14:26:13,163 ERROR    twitter_scanner: scan_twitter: Error parsing item #4 - unsupported operand type(s) for -: 'datetime.datetime' and 'NoneType'
Traceback (most recent call last):
  File "/home/mvv/EarlyCryptoWatcherBot/twitter_scanner.py", line 285, in scan_twitter
    age_days = (datetime.now() - tw["created"]).days
                ~~~~~~~~~~~~~~~^~~~~~~~~~~~~~~
TypeError: unsupported operand type(s) for -: 'datetime.datetime' and 'NoneType'
2025-05-03 14:26:23,194 INFO     twitter_scanner: scan_twitter: Returning 0 parsed tweets
2025-05-03 14:36:28,031 INFO     __main__: Инициализация TelegramClient...
2025-05-03 14:36:28,773 INFO     __main__: Успешный вход под @bot_early_crypto_watcher_bot (id=8149732599)
2025-05-03 14:36:28,777 INFO     __main__: Запускаем EarlyCryptoWatcherBot (Telethon)
2025-05-03 14:36:28,778 INFO     __main__: EarlyCryptoWatcherBot (Telethon) слушает команды ...
2025-05-03 14:36:35,639 INFO     __main__: Получена команда /scan от 469165312
2025-05-03 14:36:35,714 INFO     twitter_scanner: Проверка доступных зеркал Nitter...
2025-05-03 14:36:37,763 INFO     twitter_scanner: Рабочее зеркало: https://nitter.privacydev.net
2025-05-03 14:36:39,020 INFO     twitter_scanner: Рабочее зеркало: https://nitter.aishiteiru.moe
2025-05-03 14:36:40,478 INFO     twitter_scanner: Рабочее зеркало: https://nitter.aosus.link
2025-05-03 14:36:41,984 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.pussthecat.org: HTTPSConnectionPool(host='nitter.pussthecat.org', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f4d6c3a6e50>: Failed to resolve 'nitter.pussthecat.org' ([Errno -2] Name or service not known)"))
